order_id,user_id,order_date,product_category,product_name,quantity,unit_price,total_amount,discount_amount,payment_method,order_status
10192,1034,2024-11-26,Books,The Great Novel,3,40.38,121.14,0,google_pay,completed
10193,1034,2024-11-26,Beauty,Body Lotion,2,20.67,41.34,6.97,apple_pay,completed
10194,1034,2024-10-24,Sports,Dumbbells,1,281.05,281.05,0,google_pay,completed
10195,1034,2024-10-24,Beauty,Perfume,1,22.62,22.62,3.42,apple_pay,completed
10196,1034,2024-10-24,Electronics,Samsung Galaxy S24,3,1884.97,5654.91,0,apple_pay,completed
10197,1034,2024-12-24,Sports,Water Bottle,2,243.58,487.16,0,paypal,completed
10198,1034,2024-12-24,Electronics,Sony Headphones,1,1255.11,1255.11,0,google_pay,completed
10199,1034,2024-12-24,Electronics,MacBook Pro,3,1754.59,5263.77,0,paypal,completed
10200,1034,2024-12-24,Sports,Tennis Racket,3,137.12,411.36,45.47,google_pay,completed
10201,1036,2024-08-25,Electronics,Kindle,1,462.23,462.23,0,paypal,completed
10202,1036,2024-08-25,Electronics,MacBook Pro,1,1262.27,1262.27,0,google_pay,completed
10203,1036,2024-08-25,Home,Towel Set,3,230.54,691.62,0,paypal,completed
10204,1036,2024-08-25,Beauty,Perfume,1,27.79,27.79,0,apple_pay,completed
10205,1036,2024-11-12,Clothing,Blue Jeans,3,139.98,419.94,61.12,credit_card,completed
10206,1036,2024-11-12,Clothing,Blue Jeans,1,40.79,40.79,0,apple_pay,completed
10207,1036,2024-11-12,Books,Biography,2,48.73,97.46,0,apple_pay,completed
10208,1036,2024-11-05,Electronics,iPhone 15,1,607.62,607.62,72.7,google_pay,completed
10209,1036,2024-11-05,Books,Biography,2,31.9,63.8,0,credit_card,refunded
10210,1036,2024-11-05,Books,Business Strategy,2,44.62,89.24,0,apple_pay,cancelled
10211,1036,2024-11-05,Home,Coffee Maker,1,179.48,179.48,0,google_pay,completed
10212,1036,2024-06-14,Electronics,Apple Watch,2,1542.1,3084.2,0,google_pay,refunded
10213,1036,2024-06-14,Electronics,Samsung Galaxy S24,3,1542.95,4628.85,0,google_pay,completed
10214,1036,2024-11-21,Home,Air Purifier,1,286.05,286.05,0,paypal,completed
10215,1036,2024-11-21,Home,Cookware Set,1,88.76,88.76,0,paypal,completed
10216,1037,2024-12-15,Home,Air Purifier,1,344.73,344.73,0,apple_pay,refunded
10217,1037,2024-12-15,Sports,Gym Bag,2,277.02,554.04,0,apple_pay,completed
10218,1037,2024-12-15,Home,Table Lamp,2,304.77,609.54,0,credit_card,completed
10219,1037,2024-12-15,Home,Blender,2,239.67,479.34,0,paypal,completed
10220,1040,2024-10-28,Home,Towel Set,2,112.77,225.54,40.95,paypal,completed
10221,1040,2024-10-28,Clothing,Cotton T-Shirt,1,125.8,125.8,0,google_pay,completed
10222,1040,2024-10-28,Beauty,Foundation,3,103.65,310.95,0,apple_pay,completed
10223,1040,2024-10-21,Clothing,Running Shoes,1,193.12,193.12,31.68,credit_card,completed
10224,1040,2024-10-14,Electronics,Kindle,1,1352.65,1352.65,0,apple_pay,completed
10225,1040,2024-10-14,Clothing,Dress Shirt,3,146.76,440.28,0,paypal,completed
10226,1042,2024-12-11,Electronics,Dell XPS,1,393.4,393.4,0,apple_pay,completed
10227,1042,2024-12-11,Books,Python Programming,1,37.94,37.94,0,credit_card,completed
10228,1042,2024-11-12,Beauty,Body Lotion,1,30.68,30.68,0,google_pay,completed
10229,1042,2024-11-12,Home,Bed Sheets,2,224.64,449.28,0,apple_pay,completed
10230,1042,2024-10-27,Electronics,Apple Watch,1,2328.94,2328.94,0,apple_pay,refunded
10231,1042,2024-10-27,Beauty,Body Lotion,3,52.87,158.61,0,google_pay,completed
10232,1042,2024-10-27,Clothing,Winter Jacket,1,59.11,59.11,0,paypal,completed
10233,1042,2024-10-27,Home,Vacuum Cleaner,1,335.66,335.66,0,paypal,completed
10234,1043,2024-08-02,Clothing,Cotton T-Shirt,2,101.35,202.7,0,credit_card,completed
10235,1044,2024-08-31,Home,Air Purifier,3,195.78,587.34,0,google_pay,completed
10236,1044,2024-09-01,Electronics,iPad Air,3,1856.26,5568.78,0,google_pay,completed
10237,1044,2024-05-18,Clothing,Winter Jacket,3,138.28,414.84,0,credit_card,completed
10238,1047,2024-09-18,Home,Air Purifier,1,140.78,140.78,8.27,apple_pay,completed
10239,1047,2024-09-18,Electronics,MacBook Pro,1,2092.15,2092.15,0,google_pay,completed
10240,1047,2024-09-18,Home,Vacuum Cleaner,2,307.09,614.18,100.16,paypal,completed
10241,1047,2024-09-18,Clothing,Running Shoes,3,197.92,593.76,0,paypal,completed
10242,1048,2024-03-12,Clothing,Sneakers,2,122.25,244.5,0,credit_card,completed
10243,1048,2024-02-17,Electronics,Dell XPS,1,857.01,857.01,0,credit_card,completed
10244,1048,2024-02-17,Beauty,Hair Serum,2,62.03,124.06,14.35,google_pay,completed
10245,1048,2023-12-25,Home,Air Purifier,3,49.97,149.91,0,credit_card,completed
10246,1048,2023-12-25,Electronics,MacBook Pro,1,1915.38,1915.38,0,google_pay,completed
10247,1048,2023-12-25,Clothing,Cotton T-Shirt,1,58.02,58.02,11.18,paypal,completed
10248,1049,2024-06-28,Books,Python Programming,3,41.38,124.14,23.29,google_pay,completed
10249,1049,2024-06-28,Beauty,Lipstick,1,102.68,102.68,0,apple_pay,completed
10250,1049,2024-06-28,Electronics,Kindle,3,1208.89,3626.67,540.68,credit_card,completed
10251,1049,2024-03-07,Beauty,Nail Polish,2,125.0,250.0,0,paypal,completed
10252,1049,2024-03-07,Home,Coffee Maker,2,162.11,324.22,0,google_pay,completed
10253,1049,2024-03-07,Clothing,Sweater,3,45.7,137.1,0,paypal,refunded
10254,1049,2024-03-07,Clothing,Sneakers,3,26.22,78.66,13.16,google_pay,completed
10255,1049,2024-01-02,Beauty,Perfume,3,111.28,333.84,0,paypal,completed
10256,1049,2024-01-02,Beauty,Foundation,2,90.56,181.12,30.64,credit_card,completed
10257,1049,2024-01-02,Electronics,iPhone 15,1,1467.01,1467.01,82.58,google_pay,completed
10258,1051,2024-05-13,Beauty,Shampoo,2,129.14,258.28,31.69,paypal,completed
10259,1051,2024-04-19,Home,Blender,3,388.5,1165.5,0,paypal,completed
10260,1051,2024-04-19,Sports,Resistance Bands,3,266.55,799.65,99.24,paypal,completed
10261,1051,2024-11-04,Books,Self Help Book,1,17.81,17.81,0,apple_pay,completed
10262,1051,2024-11-04,Home,Vacuum Cleaner,1,70.81,70.81,0,apple_pay,completed
10263,1051,2024-11-04,Sports,Gym Bag,1,273.09,273.09,13.72,paypal,completed
10264,1051,2024-11-04,Clothing,Dress Shirt,2,73.37,146.74,25.68,google_pay,completed
10265,1051,2024-03-18,Electronics,Sony Headphones,2,344.78,689.56,0,google_pay,completed
10266,1051,2024-03-18,Sports,Resistance Bands,1,188.83,188.83,14.81,google_pay,completed
10267,1051,2024-03-18,Home,Vacuum Cleaner,2,187.04,374.08,0,apple_pay,completed
10268,1052,2024-08-19,Clothing,Dress Shirt,1,100.42,100.42,0,paypal,completed
10269,1052,2024-08-19,Clothing,Sneakers,3,46.65,139.95,0,apple_pay,completed
10270,1052,2024-08-19,Sports,Dumbbells,1,244.9,244.9,0,paypal,completed
10271,1052,2024-08-19,Clothing,Dress Shirt,1,31.84,31.84,6.15,paypal,completed
10272,1053,2024-12-17,Clothing,Sneakers,2,155.34,310.68,34.28,google_pay,completed
10273,1053,2024-12-29,Beauty,Hair Serum,1,125.25,125.25,18.74,credit_card,refunded
10274,1053,2024-12-29,Books,Biography,1,22.41,22.41,0,apple_pay,completed
10275,1056,2024-10-02,Clothing,Cotton T-Shirt,3,38.25,114.75,0,credit_card,completed
10276,1056,2024-08-28,Home,Air Purifier,3,345.55,1036.65,0,paypal,completed
10277,1056,2024-09-16,Electronics,MacBook Pro,1,1117.65,1117.65,0,credit_card,completed
10278,1056,2024-09-16,Beauty,Body Lotion,3,33.05,99.15,0,google_pay,completed
10279,1056,2024-08-17,Home,Coffee Maker,1,311.52,311.52,0,credit_card,completed
10280,1056,2024-08-17,Books,Self Help Book,2,39.0,78.0,11.78,google_pay,completed
10281,1056,2024-08-17,Clothing,Sweater,2,133.89,267.78,0,apple_pay,completed
10282,1056,2024-08-17,Beauty,Hair Serum,3,67.04,201.12,22.1,credit_card,completed
10283,1056,2024-08-14,Beauty,Lipstick,1,52.58,52.58,0,google_pay,completed
10284,1056,2024-08-14,Clothing,Running Shoes,1,53.8,53.8,0,credit_card,completed
10285,1056,2024-08-14,Home,Vacuum Cleaner,3,122.59,367.77,0,apple_pay,cancelled
10286,1056,2024-08-14,Beauty,Nail Polish,3,137.63,412.89,0,credit_card,completed
10287,1057,2023-11-19,Books,Cookbook,1,42.02,42.02,0,apple_pay,completed
10288,1060,2024-12-19,Beauty,Lipstick,3,107.67,323.01,0,credit_card,completed
10289,1060,2024-05-31,Books,Biography,2,9.84,19.68,0,credit_card,completed
10290,1060,2024-05-31,Electronics,iPhone 15,2,2358.74,4717.48,617.45,google_pay,completed
10291,1060,2024-12-17,Electronics,iPhone 15,2,1688.98,3377.96,0,paypal,completed
10292,1060,2024-12-17,Sports,Tennis Racket,3,216.58,649.74,86.4,google_pay,completed
10293,1061,2024-03-25,Beauty,Face Cream,1,73.8,73.8,0,google_pay,completed
10294,1061,2024-03-25,Books,Business Strategy,1,16.09,16.09,0,google_pay,completed
10295,1061,2024-11-01,Clothing,Sweater,2,181.02,362.04,0,credit_card,completed
10296,1061,2024-11-01,Beauty,Hair Serum,1,66.48,66.48,0,apple_pay,completed
10297,1062,2024-02-09,Electronics,Samsung Galaxy S24,1,640.12,640.12,0,paypal,completed
10298,1062,2024-12-05,Electronics,Dell XPS,2,2273.97,4547.94,0,credit_card,completed
10299,1062,2024-12-05,Sports,Water Bottle,2,216.14,432.28,82.63,google_pay,completed
10300,1064,2024-09-17,Books,Python Programming,3,10.74,32.22,5.11,paypal,completed
10301,1064,2024-09-17,Electronics,Samsung Galaxy S24,3,2088.08,6264.24,0,paypal,completed
10302,1064,2024-09-17,Books,Cookbook,2,13.67,27.34,4.22,google_pay,completed
10303,1064,2024-09-17,Sports,Tennis Racket,3,211.75,635.25,0,credit_card,completed
10304,1064,2024-08-22,Beauty,Hair Serum,2,62.5,125.0,13.74,paypal,completed
10305,1064,2024-08-22,Sports,Resistance Bands,3,250.56,751.68,0,apple_pay,completed
