event_id,user_id,event_timestamp,event_type,session_id,page_url,product_id
51,1001,2024-04-11 12:12:10,product_viewed,1009,/product/5069,5069
52,1001,2024-04-11 12:15:10,product_viewed,1009,/product/5017,5017
53,1001,2024-10-17 03:55:13,page_view,1010,/products,
54,1001,2024-10-17 03:57:13,page_view,1010,/about,
55,1001,2024-10-17 03:59:13,page_view,1010,/category/clothing,
56,1001,2024-10-17 04:01:13,page_view,1010,/category/clothing,
57,1001,2024-10-17 04:05:13,product_viewed,1010,/product/5037,5037
58,1001,2024-10-17 04:08:13,product_viewed,1010,/product/5068,5068
59,1001,2024-10-17 04:11:13,product_viewed,1010,/product/5036,5036
60,1001,2024-10-17 04:14:13,product_viewed,1010,/product/5064,5064
61,1001,2024-10-17 04:15:13,add_to_cart,1010,/product/5036,5036
62,1001,2024-10-17 04:15:13,add_to_cart,1010,/product/5064,5064
63,1001,2024-10-17 04:15:13,add_to_cart,1010,/product/5068,5068
64,1001,2024-10-17 04:20:13,initiate_checkout,1010,/checkout,
65,1001,2024-10-17 04:22:13,cart_abandoned,1010,/checkout,
66,1001,2024-10-29 20:45:36,page_view,1011,/products,
67,1001,2024-10-29 20:47:36,page_view,1011,/products,
68,1001,2024-10-29 20:49:36,page_view,1011,/deals,
69,1001,2024-10-29 20:51:36,page_view,1011,/category/clothing,
70,1001,2024-10-29 20:55:36,product_viewed,1011,/product/5194,5194
71,1001,2023-10-27 18:55:33,page_view,1012,/about,
72,1001,2023-10-27 18:57:33,page_view,1012,/category/clothing,
73,1001,2023-10-27 18:59:33,page_view,1012,/deals,
74,1001,2023-10-27 19:05:33,product_viewed,1012,/product/5099,5099
75,1001,2023-10-27 19:15:33,add_to_cart,1012,/product/5099,5099
76,1001,2023-10-27 19:17:33,cart_abandoned,1012,/cart,
77,1001,2023-08-12 12:56:23,page_view,1013,/about,
78,1001,2023-08-12 12:58:23,page_view,1013,/deals,
79,1001,2023-08-12 13:06:23,product_viewed,1013,/product/5197,5197
80,1001,2023-08-12 13:09:23,product_viewed,1013,/product/5165,5165
81,1001,2023-08-12 13:12:23,product_viewed,1013,/product/5088,5088
82,1001,2024-07-06 07:31:47,page_view,1014,/home,
83,1001,2024-07-06 07:33:47,page_view,1014,/about,
84,1001,2024-07-06 07:35:47,page_view,1014,/about,
85,1001,2024-07-06 07:37:47,page_view,1014,/category/electronics,
86,1001,2024-07-06 07:39:47,page_view,1014,/deals,
87,1001,2024-07-06 07:41:47,product_viewed,1014,/product/5130,5130
88,1001,2024-07-06 07:44:47,product_viewed,1014,/product/5028,5028
89,1001,2024-07-06 07:51:47,add_to_cart,1014,/product/5130,5130
90,1001,2024-07-06 07:51:47,add_to_cart,1014,/product/5028,5028
91,1001,2024-07-06 07:56:47,initiate_checkout,1014,/checkout,
92,1001,2024-07-06 08:01:47,purchase,1014,/checkout/complete,
93,1001,2024-05-20 01:10:38,page_view,1015,/deals,
94,1001,2024-05-20 01:12:38,page_view,1015,/deals,
95,1001,2024-05-20 01:14:38,page_view,1015,/home,
96,1001,2024-05-20 01:20:38,product_viewed,1015,/product/5126,5126
97,1001,2024-05-20 01:23:38,product_viewed,1015,/product/5005,5005
98,1001,2024-05-20 01:26:38,product_viewed,1015,/product/5029,5029
99,1001,2024-05-20 01:30:38,add_to_cart,1015,/product/5126,5126
100,1001,2024-05-20 01:30:38,add_to_cart,1015,/product/5029,5029
101,1001,2024-05-20 01:35:38,initiate_checkout,1015,/checkout,
102,1001,2024-05-20 01:40:38,purchase,1015,/checkout/complete,
103,1001,2024-02-06 17:05:23,page_view,1016,/home,
104,1001,2024-02-06 17:07:23,page_view,1016,/about,
105,1001,2024-02-06 17:15:23,product_viewed,1016,/product/5018,5018
106,1001,2024-02-06 17:18:23,product_viewed,1016,/product/5195,5195
107,1001,2024-02-06 17:21:23,product_viewed,1016,/product/5137,5137
108,1001,2024-02-06 17:24:23,product_viewed,1016,/product/5197,5197
109,1001,2024-12-28 01:33:53,page_view,1017,/category/electronics,
110,1001,2024-12-28 01:35:53,page_view,1017,/deals,
111,1001,2024-12-28 01:37:53,page_view,1017,/deals,
112,1001,2024-12-28 01:43:53,product_viewed,1017,/product/5055,5055
113,1001,2024-12-28 01:46:53,product_viewed,1017,/product/5139,5139
114,1001,2024-12-28 01:49:53,product_viewed,1017,/product/5194,5194
115,1001,2024-12-28 01:52:53,product_viewed,1017,/product/5187,5187
116,1001,2024-12-28 01:53:53,add_to_cart,1017,/product/5194,5194
117,1001,2024-12-28 01:53:53,add_to_cart,1017,/product/5139,5139
118,1001,2024-12-28 01:53:53,add_to_cart,1017,/product/5187,5187
119,1001,2024-12-28 01:58:53,initiate_checkout,1017,/checkout,
120,1001,2024-12-28 02:00:53,cart_abandoned,1017,/checkout,
121,1001,2024-07-08 21:41:43,page_view,1018,/home,
122,1001,2024-07-08 21:43:43,page_view,1018,/products,
123,1001,2024-07-08 21:45:43,page_view,1018,/products,
124,1001,2024-07-08 21:47:43,page_view,1018,/home,
125,1001,2024-07-08 21:49:43,page_view,1018,/category/electronics,
126,1001,2024-07-08 21:51:43,product_viewed,1018,/product/5151,5151
127,1001,2024-07-08 22:01:43,add_to_cart,1018,/product/5151,5151
128,1001,2024-12-05 19:31:47,page_view,1019,/home,
129,1001,2024-12-05 19:33:47,page_view,1019,/home,
130,1001,2024-12-05 19:35:47,page_view,1019,/category/electronics,
131,1001,2024-12-05 19:41:47,product_viewed,1019,/product/5132,5132
132,1001,2024-08-14 15:42:00,page_view,1020,/about,
133,1001,2024-08-14 15:44:00,page_view,1020,/deals,
134,1001,2024-08-14 15:46:00,page_view,1020,/deals,
135,1001,2024-08-14 15:52:00,product_viewed,1020,/product/5063,5063
136,1001,2024-08-14 15:55:00,product_viewed,1020,/product/5122,5122
137,1001,2024-08-14 15:58:00,product_viewed,1020,/product/5105,5105
138,1001,2024-08-14 16:01:00,product_viewed,1020,/product/5049,5049
139,1001,2024-12-27 11:14:48,page_view,1021,/category/clothing,
140,1001,2024-12-27 11:16:48,page_view,1021,/category/clothing,
141,1001,2024-12-27 11:18:48,page_view,1021,/category/clothing,
142,1001,2024-12-27 11:20:48,page_view,1021,/about,
143,1001,2024-12-27 11:24:48,product_viewed,1021,/product/5173,5173
144,1001,2024-12-27 11:34:48,add_to_cart,1021,/product/5173,5173
145,1001,2024-12-27 11:39:48,initiate_checkout,1021,/checkout,
146,1001,2024-12-27 11:41:48,cart_abandoned,1021,/checkout,
147,1002,2023-07-13 03:17:24,account_created,1021,/signup,
148,1002,2023-12-09 22:47:16,page_view,1023,/products,
149,1002,2023-12-09 22:49:16,page_view,1023,/category/clothing,
150,1002,2023-12-09 22:51:16,page_view,1023,/products,
151,1002,2023-12-09 22:53:16,page_view,1023,/category/electronics,
152,1002,2023-12-09 22:55:16,page_view,1023,/category/clothing,
153,1002,2023-12-09 22:57:16,product_viewed,1023,/product/5020,5020
154,1002,2023-12-09 23:00:16,product_viewed,1023,/product/5114,5114
155,1002,2023-12-09 23:07:16,add_to_cart,1023,/product/5020,5020
156,1002,2023-12-09 23:12:16,initiate_checkout,1023,/checkout,
157,1002,2023-12-09 23:17:16,purchase,1023,/checkout/complete,
158,1002,2024-12-01 16:09:06,page_view,1024,/home,
159,1002,2024-12-01 16:11:06,page_view,1024,/products,
160,1002,2024-12-01 16:19:06,product_viewed,1024,/product/5105,5105
161,1002,2024-12-01 16:22:06,product_viewed,1024,/product/5125,5125
162,1002,2024-12-01 16:29:06,add_to_cart,1024,/product/5105,5105
163,1002,2024-12-01 16:29:06,add_to_cart,1024,/product/5125,5125
164,1002,2024-05-12 09:16:44,page_view,1025,/category/electronics,
165,1002,2024-05-12 09:18:44,page_view,1025,/category/clothing,
166,1002,2024-05-12 09:20:44,page_view,1025,/about,
167,1002,2024-05-12 09:22:44,page_view,1025,/about,
168,1002,2024-05-12 09:24:44,page_view,1025,/deals,
169,1002,2024-05-12 09:26:44,product_viewed,1025,/product/5040,5040
170,1002,2024-05-12 09:29:44,product_viewed,1025,/product/5049,5049
171,1002,2024-05-12 09:32:44,product_viewed,1025,/product/5076,5076
172,1002,2024-05-12 09:35:44,product_viewed,1025,/product/5056,5056
173,1002,2024-05-12 09:36:44,add_to_cart,1025,/product/5040,5040
174,1002,2024-05-12 09:36:44,add_to_cart,1025,/product/5076,5076
175,1002,2024-05-12 09:36:44,add_to_cart,1025,/product/5049,5049
176,1002,2024-05-12 09:41:44,initiate_checkout,1025,/checkout,
177,1002,2024-05-12 09:46:44,purchase,1025,/checkout/complete,
178,1002,2023-08-27 12:55:40,page_view,1026,/deals,
179,1002,2023-08-27 12:57:40,page_view,1026,/deals,
180,1002,2023-08-27 12:59:40,page_view,1026,/products,
181,1002,2023-08-27 13:01:40,page_view,1026,/home,
182,1002,2023-08-27 13:03:40,page_view,1026,/deals,
183,1002,2023-08-27 13:05:40,product_viewed,1026,/product/5048,5048
184,1002,2023-09-04 22:10:20,page_view,1027,/category/clothing,
185,1002,2023-09-04 22:12:20,page_view,1027,/home,
186,1002,2023-09-04 22:14:20,page_view,1027,/deals,
187,1002,2023-09-04 22:20:20,product_viewed,1027,/product/5149,5149
188,1002,2023-09-04 22:23:20,product_viewed,1027,/product/5153,5153
189,1002,2023-09-15 19:34:17,page_view,1028,/category/electronics,
190,1002,2023-09-15 19:36:17,page_view,1028,/products,
191,1002,2023-09-15 19:38:17,page_view,1028,/about,
192,1002,2023-09-15 19:40:17,page_view,1028,/about,
193,1002,2023-09-15 19:44:17,product_viewed,1028,/product/5062,5062
194,1002,2023-09-15 19:47:17,product_viewed,1028,/product/5068,5068
195,1002,2023-09-15 19:50:17,product_viewed,1028,/product/5102,5102
196,1003,2024-08-06 23:46:11,account_created,1028,/signup,
197,1003,2024-08-22 01:50:42,page_view,1030,/deals,
198,1003,2024-08-22 01:52:42,page_view,1030,/deals,
199,1003,2024-08-22 01:54:42,page_view,1030,/home,
200,1003,2024-08-22 01:56:42,page_view,1030,/home,
201,1003,2024-08-22 01:58:42,page_view,1030,/deals,
202,1003,2024-08-22 02:00:42,product_viewed,1030,/product/5130,5130
203,1003,2024-08-22 02:03:42,product_viewed,1030,/product/5068,5068
204,1003,2024-10-14 18:16:07,page_view,1031,/category/electronics,
205,1003,2024-10-14 18:18:07,page_view,1031,/category/electronics,
206,1003,2024-10-14 18:20:07,page_view,1031,/products,
207,1003,2024-10-14 18:26:07,product_viewed,1031,/product/5140,5140
208,1003,2024-10-14 18:29:07,product_viewed,1031,/product/5181,5181
209,1003,2024-10-14 18:32:07,product_viewed,1031,/product/5078,5078
210,1003,2024-10-14 18:35:07,product_viewed,1031,/product/5157,5157
211,1003,2024-10-14 18:36:07,add_to_cart,1031,/product/5140,5140
212,1003,2024-10-14 18:36:07,add_to_cart,1031,/product/5078,5078
213,1003,2024-10-14 18:36:07,add_to_cart,1031,/product/5181,5181
214,1003,2024-10-14 18:41:07,initiate_checkout,1031,/checkout,
215,1003,2024-10-14 18:46:07,purchase,1031,/checkout/complete,
216,1003,2024-12-14 19:23:06,page_view,1032,/category/electronics,
217,1003,2024-12-14 19:25:06,page_view,1032,/home,
218,1003,2024-12-14 19:27:06,page_view,1032,/home,
219,1003,2024-12-14 19:33:06,product_viewed,1032,/product/5070,5070
220,1003,2024-12-14 19:36:06,product_viewed,1032,/product/5073,5073
221,1003,2024-12-14 19:43:06,add_to_cart,1032,/product/5070,5070
222,1003,2024-12-14 19:43:06,add_to_cart,1032,/product/5073,5073
223,1003,2024-12-14 19:48:06,initiate_checkout,1032,/checkout,
224,1003,2024-12-14 19:50:06,cart_abandoned,1032,/checkout,
225,1003,2024-11-14 03:08:47,page_view,1033,/home,
226,1003,2024-11-14 03:10:47,page_view,1033,/home,
227,1003,2024-11-14 03:12:47,page_view,1033,/about,
228,1003,2024-11-14 03:14:47,page_view,1033,/category/clothing,
229,1003,2024-11-14 03:18:47,product_viewed,1033,/product/5012,5012
230,1003,2024-11-14 03:21:47,product_viewed,1033,/product/5001,5001
231,1003,2024-11-14 03:24:47,product_viewed,1033,/product/5086,5086
232,1003,2024-11-14 03:28:47,add_to_cart,1033,/product/5001,5001
233,1003,2024-11-14 03:28:47,add_to_cart,1033,/product/5012,5012
234,1003,2024-11-14 03:28:47,add_to_cart,1033,/product/5086,5086
235,1003,2024-11-14 03:33:47,initiate_checkout,1033,/checkout,
236,1003,2024-11-14 03:38:47,purchase,1033,/checkout/complete,
237,1003,2024-11-23 02:47:12,page_view,1034,/deals,
238,1003,2024-11-23 02:49:12,page_view,1034,/home,
239,1003,2024-11-23 02:51:12,page_view,1034,/home,
240,1003,2024-11-23 02:53:12,page_view,1034,/home,
241,1003,2024-11-23 02:55:12,page_view,1034,/about,
242,1003,2024-11-23 02:57:12,product_viewed,1034,/product/5140,5140
243,1003,2024-11-23 03:00:12,product_viewed,1034,/product/5010,5010
244,1003,2024-11-23 03:07:12,add_to_cart,1034,/product/5010,5010
245,1003,2024-11-23 03:12:12,initiate_checkout,1034,/checkout,
246,1003,2024-11-23 03:17:12,purchase,1034,/checkout/complete,
247,1003,2024-09-01 17:42:32,page_view,1035,/category/electronics,
248,1003,2024-09-01 17:44:32,page_view,1035,/home,
249,1003,2024-09-01 17:46:32,page_view,1035,/category/electronics,
250,1003,2024-09-01 17:48:32,page_view,1035,/products,
251,1003,2024-09-01 17:52:32,product_viewed,1035,/product/5171,5171
252,1003,2024-09-01 17:55:32,product_viewed,1035,/product/5027,5027
253,1003,2024-09-01 18:02:32,add_to_cart,1035,/product/5171,5171
254,1003,2024-09-01 18:02:32,add_to_cart,1035,/product/5027,5027
255,1003,2024-09-01 18:04:32,cart_abandoned,1035,/cart,
256,1003,2024-09-11 08:53:36,page_view,1036,/products,
257,1003,2024-09-11 08:55:36,page_view,1036,/about,
258,1003,2024-09-11 09:03:36,product_viewed,1036,/product/5106,5106
259,1003,2024-09-11 09:06:36,product_viewed,1036,/product/5172,5172
260,1003,2024-09-11 09:09:36,product_viewed,1036,/product/5189,5189
261,1003,2024-09-11 09:13:36,add_to_cart,1036,/product/5106,5106
262,1003,2024-09-11 09:13:36,add_to_cart,1036,/product/5189,5189
263,1003,2024-09-11 09:18:36,initiate_checkout,1036,/checkout,
264,1003,2024-09-11 09:23:36,purchase,1036,/checkout/complete,
265,1003,2024-10-21 06:32:36,page_view,1037,/products,
266,1003,2024-10-21 06:34:36,page_view,1037,/products,
267,1003,2024-10-21 06:36:36,page_view,1037,/category/clothing,
268,1003,2024-10-21 06:38:36,page_view,1037,/category/electronics,
269,1003,2024-10-21 06:40:36,page_view,1037,/category/electronics,
270,1003,2024-10-21 06:42:36,product_viewed,1037,/product/5058,5058
271,1003,2024-10-21 06:45:36,product_viewed,1037,/product/5007,5007
272,1003,2024-10-21 06:52:36,add_to_cart,1037,/product/5007,5007
273,1003,2024-10-21 06:52:36,add_to_cart,1037,/product/5058,5058
274,1003,2024-10-21 06:57:36,initiate_checkout,1037,/checkout,
275,1003,2024-10-21 06:59:36,cart_abandoned,1037,/checkout,
276,1003,2024-08-21 11:17:37,page_view,1038,/category/electronics,
277,1003,2024-08-21 11:19:37,page_view,1038,/about,
278,1003,2024-08-21 11:21:37,page_view,1038,/deals,
279,1003,2024-08-21 11:23:37,page_view,1038,/category/clothing,
280,1003,2024-08-21 11:27:37,product_viewed,1038,/product/5008,5008
281,1003,2024-08-21 11:30:37,product_viewed,1038,/product/5030,5030
282,1003,2024-08-21 11:33:37,product_viewed,1038,/product/5067,5067
283,1003,2024-09-28 12:55:57,page_view,1039,/deals,
284,1003,2024-09-28 12:57:57,page_view,1039,/category/clothing,
285,1003,2024-09-28 13:05:57,product_viewed,1039,/product/5187,5187
286,1003,2024-09-28 13:08:57,product_viewed,1039,/product/5081,5081
287,1003,2024-09-28 13:11:57,product_viewed,1039,/product/5112,5112
288,1003,2024-09-28 13:15:57,add_to_cart,1039,/product/5187,5187
289,1003,2024-09-28 13:15:57,add_to_cart,1039,/product/5081,5081
290,1003,2024-09-28 13:15:57,add_to_cart,1039,/product/5112,5112
291,1003,2024-09-28 13:20:57,initiate_checkout,1039,/checkout,
292,1003,2024-09-28 13:22:57,cart_abandoned,1039,/checkout,
293,1003,2024-09-26 10:51:45,page_view,1040,/home,
294,1003,2024-09-26 10:53:45,page_view,1040,/deals,
295,1003,2024-09-26 10:55:45,page_view,1040,/deals,
296,1003,2024-09-26 10:57:45,page_view,1040,/about,
297,1003,2024-09-26 10:59:45,page_view,1040,/about,
298,1003,2024-09-26 11:01:45,product_viewed,1040,/product/5094,5094
299,1003,2024-09-26 11:04:45,product_viewed,1040,/product/5111,5111
300,1003,2024-12-14 23:20:30,page_view,1041,/about,
301,1003,2024-12-14 23:22:30,page_view,1041,/home,
302,1003,2024-12-14 23:24:30,page_view,1041,/about,
303,1003,2024-12-14 23:26:30,page_view,1041,/category/electronics,
304,1003,2024-12-14 23:30:30,product_viewed,1041,/product/5171,5171
305,1003,2024-12-14 23:33:30,product_viewed,1041,/product/5105,5105
306,1003,2024-12-14 23:36:30,product_viewed,1041,/product/5084,5084
307,1003,2024-12-14 23:40:30,add_to_cart,1041,/product/5084,5084
308,1003,2024-12-14 23:40:30,add_to_cart,1041,/product/5171,5171
309,1003,2024-12-15 02:33:55,page_view,1042,/deals,
310,1003,2024-12-15 02:35:55,page_view,1042,/deals,
311,1003,2024-12-15 02:37:55,page_view,1042,/category/electronics,
312,1003,2024-12-15 02:43:55,product_viewed,1042,/product/5141,5141
313,1003,2024-12-15 02:46:55,product_viewed,1042,/product/5001,5001
314,1003,2024-12-15 02:49:55,product_viewed,1042,/product/5078,5078
315,1003,2024-12-15 02:52:55,product_viewed,1042,/product/5074,5074
316,1003,2024-11-28 14:41:40,page_view,1043,/category/clothing,
317,1003,2024-11-28 14:43:40,page_view,1043,/category/clothing,
318,1003,2024-11-28 14:45:40,page_view,1043,/category/clothing,
319,1003,2024-11-28 14:47:40,page_view,1043,/about,
320,1003,2024-11-28 14:51:40,product_viewed,1043,/product/5131,5131
321,1003,2024-11-28 14:54:40,product_viewed,1043,/product/5122,5122
322,1003,2024-11-28 15:01:40,add_to_cart,1043,/product/5131,5131
323,1003,2024-11-28 15:06:40,initiate_checkout,1043,/checkout,
324,1003,2024-11-28 15:11:40,purchase,1043,/checkout/complete,
325,1004,2023-03-14 12:51:48,account_created,1043,/signup,
326,1004,2024-12-10 05:22:56,page_view,1045,/about,
327,1004,2024-12-10 05:24:56,page_view,1045,/category/electronics,
328,1004,2024-12-10 05:26:56,page_view,1045,/products,
329,1004,2024-12-10 05:32:56,product_viewed,1045,/product/5038,5038
330,1004,2024-12-10 05:35:56,product_viewed,1045,/product/5007,5007
331,1004,2024-03-18 14:02:48,page_view,1046,/category/clothing,
332,1004,2024-03-18 14:04:48,page_view,1046,/category/clothing,
333,1004,2024-03-18 14:12:48,product_viewed,1046,/product/5184,5184
334,1004,2024-03-18 14:15:48,product_viewed,1046,/product/5179,5179
335,1004,2024-03-18 14:22:48,add_to_cart,1046,/product/5184,5184
336,1004,2024-03-18 14:22:48,add_to_cart,1046,/product/5179,5179
337,1004,2024-03-18 14:24:48,cart_abandoned,1046,/cart,
338,1004,2023-03-19 20:13:34,page_view,1047,/category/clothing,
339,1004,2023-03-19 20:15:34,page_view,1047,/products,
340,1004,2023-03-19 20:23:34,product_viewed,1047,/product/5179,5179
341,1004,2023-03-19 20:26:34,product_viewed,1047,/product/5133,5133
342,1004,2023-03-19 20:33:34,add_to_cart,1047,/product/5179,5179
343,1004,2024-11-27 00:21:05,page_view,1048,/category/clothing,
344,1004,2024-11-27 00:23:05,page_view,1048,/deals,
345,1004,2024-11-27 00:25:05,page_view,1048,/about,
346,1004,2024-11-27 00:27:05,page_view,1048,/deals,
347,1004,2024-11-27 00:31:05,product_viewed,1048,/product/5141,5141
348,1004,2024-11-27 00:34:05,product_viewed,1048,/product/5115,5115
349,1004,2024-11-27 00:37:05,product_viewed,1048,/product/5041,5041
350,1004,2024-11-27 00:40:05,product_viewed,1048,/product/5191,5191
351,1004,2024-11-27 00:41:05,add_to_cart,1048,/product/5041,5041
352,1004,2024-11-27 00:41:05,add_to_cart,1048,/product/5141,5141
353,1004,2024-11-27 00:46:05,initiate_checkout,1048,/checkout,
354,1004,2024-11-27 00:51:05,purchase,1048,/checkout/complete,
355,1004,2024-12-26 21:02:32,page_view,1049,/deals,
356,1004,2024-12-26 21:04:32,page_view,1049,/category/clothing,
357,1004,2024-12-26 21:06:32,page_view,1049,/about,
358,1004,2024-12-26 21:08:32,page_view,1049,/products,
359,1004,2024-12-26 21:12:32,product_viewed,1049,/product/5113,5113
360,1004,2024-12-26 21:15:32,product_viewed,1049,/product/5020,5020
361,1004,2024-12-26 21:18:32,product_viewed,1049,/product/5183,5183
362,1004,2023-10-12 14:00:00,page_view,1050,/deals,
363,1004,2023-10-12 14:02:00,page_view,1050,/home,
364,1004,2023-10-12 14:04:00,page_view,1050,/products,
365,1004,2023-10-12 14:06:00,page_view,1050,/products,
366,1004,2023-10-12 14:10:00,product_viewed,1050,/product/5099,5099
367,1004,2023-10-12 14:13:00,product_viewed,1050,/product/5178,5178
368,1004,2023-08-28 17:14:02,page_view,1051,/category/clothing,
369,1004,2023-08-28 17:16:02,page_view,1051,/category/electronics,
370,1004,2023-08-28 17:18:02,page_view,1051,/deals,
371,1004,2023-08-28 17:20:02,page_view,1051,/category/clothing,
372,1004,2023-08-28 17:22:02,page_view,1051,/category/clothing,
373,1004,2023-08-28 17:24:02,product_viewed,1051,/product/5053,5053
374,1004,2023-08-28 17:34:02,add_to_cart,1051,/product/5053,5053
375,1004,2023-08-28 17:39:02,initiate_checkout,1051,/checkout,
376,1004,2023-08-28 17:44:02,purchase,1051,/checkout/complete,
377,1004,2024-10-30 04:34:50,page_view,1052,/category/clothing,
378,1004,2024-10-30 04:36:50,page_view,1052,/home,
379,1004,2024-10-30 04:38:50,page_view,1052,/category/electronics,
380,1004,2024-10-30 04:40:50,page_view,1052,/category/electronics,
381,1004,2024-10-30 04:42:50,page_view,1052,/category/clothing,
382,1004,2024-10-30 04:44:50,product_viewed,1052,/product/5138,5138
383,1004,2024-10-30 04:47:50,product_viewed,1052,/product/5192,5192
384,1004,2024-10-30 04:50:50,product_viewed,1052,/product/5189,5189
385,1004,2024-10-30 04:53:50,product_viewed,1052,/product/5140,5140
386,1004,2024-10-30 04:54:50,add_to_cart,1052,/product/5140,5140
387,1004,2024-10-30 04:59:50,initiate_checkout,1052,/checkout,
388,1004,2024-10-30 05:04:50,purchase,1052,/checkout/complete,
389,1005,2023-01-23 13:03:42,account_created,1052,/signup,
390,1005,2023-11-22 13:53:07,page_view,1054,/about,
391,1005,2023-11-22 13:55:07,page_view,1054,/products,
392,1005,2023-11-22 13:57:07,page_view,1054,/category/clothing,
393,1005,2023-11-22 13:59:07,page_view,1054,/products,
394,1005,2023-11-22 14:01:07,page_view,1054,/deals,
395,1005,2023-11-22 14:03:07,product_viewed,1054,/product/5101,5101
396,1005,2023-11-22 14:13:07,add_to_cart,1054,/product/5101,5101
397,1005,2023-11-22 14:15:07,cart_abandoned,1054,/cart,
398,1005,2023-05-09 22:41:00,page_view,1055,/home,
399,1005,2023-05-09 22:43:00,page_view,1055,/category/electronics,
400,1005,2023-05-09 22:45:00,page_view,1055,/category/clothing,
401,1005,2023-05-09 22:51:00,product_viewed,1055,/product/5055,5055
402,1005,2023-05-09 22:54:00,product_viewed,1055,/product/5117,5117
403,1005,2023-05-09 22:57:00,product_viewed,1055,/product/5084,5084
404,1005,2023-05-09 23:01:00,add_to_cart,1055,/product/5117,5117
405,1005,2023-05-09 23:01:00,add_to_cart,1055,/product/5084,5084
406,1006,2024-02-23 23:29:59,account_created,1055,/signup,
407,1006,2024-03-16 04:58:21,page_view,1057,/about,
408,1006,2024-03-16 05:00:21,page_view,1057,/home,
409,1006,2024-03-16 05:02:21,page_view,1057,/about,
410,1006,2024-03-16 05:08:21,product_viewed,1057,/product/5194,5194
411,1006,2024-05-31 00:20:49,page_view,1058,/deals,
412,1006,2024-05-31 00:22:49,page_view,1058,/products,
413,1006,2024-05-31 00:30:49,product_viewed,1058,/product/5033,5033
414,1006,2024-05-31 00:33:49,product_viewed,1058,/product/5122,5122
415,1006,2024-05-31 00:40:49,add_to_cart,1058,/product/5122,5122
416,1006,2024-05-31 00:45:49,initiate_checkout,1058,/checkout,
